CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_SUN,NOM_SUN,POB_2018,CVE_LOC,NOM_LOC
14,Jalisco,14006,Ameca,P14.02,Ameca,37153.13426,140060001,Ameca
14,Jalisco,14008,Arandas,P14.03,Arandas,55686.81193,140080001,Arandas
14,Jalisco,14013,Atotonilco el Alto,P14.04,Atotonilco el Alto,28242.22614,140130001,Atotonilco el Alto
14,Jalisco,14015,Autlán de Navarro,P14.05,Autlán de Navarro,49483.55444,140150001,Autlán de Navarro
14,Jalisco,14016,Ayotlán,C16.08,Yurécuaro-La Ribera,8136.76677,140160072,La Ribera
14,Jalisco,14018,La Barca,C14.01,La Barca-Briseñas,36847.46507,140180001,La Barca
14,Jalisco,14022,Cihuatlán,P14.06,Cihuatlán,20919.86013,140220001,Cihuatlán
14,Jalisco,14023,Zapotlán el Grande,P14.07,Ciudad Guzmán,105539.36981,140230001,Ciudad Guzmán
14,Jalisco,14030,Chapala,P14.08,Chapala,22657.97996,140300001,Chapala
14,Jalisco,14030,Chapala,C14.02,Ajijic,11480.54619,140300002,Ajijic
14,Jalisco,14030,Chapala,C14.02,Ajijic,6977.27727,140300005,San Antonio Tlayacapan
14,Jalisco,14035,Encarnación de Díaz,P14.09,Encarnación de Díaz,27389.18542,140350001,Encarnación de Díaz
14,Jalisco,14037,El Grullo,P14.10,El Grullo,22581.26786,140370001,El Grullo
14,Jalisco,14046,Jalostotitlán,P14.11,Jalostotitlán,26969.8092,140460001,Jalostotitlán
14,Jalisco,14050,Jocotepec,C14.03,Jocotepec,19842.17837,140500001,Jocotepec
14,Jalisco,14050,Jocotepec,C14.03,Jocotepec,4393.84926,140500002,Chantepec (El Chante)
14,Jalisco,14053,Lagos de Moreno,P14.12,Lagos de Moreno,109186.39536,140530001,Lagos de Moreno
14,Jalisco,14055,Magdalena,P14.13,Magdalena,18084.26469,140550001,Magdalena
14,Jalisco,14073,San Juan de los Lagos,P14.14,San Juan de los Lagos,53196.93336,140730001,San Juan de los Lagos
14,Jalisco,14074,San Julián,C14.04,San Julián,14755.44666,140740001,San Julián
14,Jalisco,14074,San Julián,C14.04,San Julián,2148.65845,140740075,Colonia Veintitrés de Mayo
14,Jalisco,14078,San Miguel el Alto,P14.15,San Miguel el Alto,26480.91736,140780001,San Miguel el Alto
14,Jalisco,14082,Sayula,P14.16,Sayula,26952.3957,140820001,Sayula
14,Jalisco,14083,Tala,P14.17,Tala,42139.84922,140830001,Tala
14,Jalisco,14085,Tamazula de Gordiano,C14.05,Tamazula de Gordiano,20357.49379,140850001,Tamazula de Gordiano
14,Jalisco,14085,Tamazula de Gordiano,C14.05,Tamazula de Gordiano,0,140850156,Soyatlán de Afuera
14,Jalisco,14091,Teocaltiche,P14.18,Teocaltiche,26107.69507,140910001,Teocaltiche
14,Jalisco,14093,Tepatitlán de Morelos,P14.19,Tepatitlán de Morelos,103284.05069,140930001,Tepatitlán de Morelos
14,Jalisco,14094,Tequila,P14.20,Tequila,32449.21344,140940001,Tequila
14,Jalisco,14096,Tizapán el Alto,P14.21,Tizapán el Alto,15915.24783,140960001,Tizapán el Alto
14,Jalisco,14108,Tuxpan,P14.22,Tuxpan,29710.03866,141080001,Tuxpan
14,Jalisco,14116,Villa Hidalgo,P14.23,Villa Hidalgo,17118.90782,141160001,Villa Hidalgo
14,Jalisco,14119,Zacoalco de Torres,P14.24,Zacoalco de Torres,20668.62648,141190001,Zacoalco de Torres
14,Jalisco,14121,Zapotiltic,P14.25,Zapotiltic,24718.38948,141210001,Zapotiltic
15,México,15014,Atlacomulco,C15.01,Atlacomulco de Fabela,25442.47918,150140001,Atlacomulco de Fabela
15,México,15014,Atlacomulco,C15.01,Atlacomulco de Fabela,2218.96527,150140032,El Rincón de la Candelaria
15,México,15014,Atlacomulco,C15.01,Atlacomulco de Fabela,3466.09926,150140057,Tecoac (Santa María Nativitas)
15,México,15026,Chapa de Mota,C15.02,San Felipe Coamango-San Juan Tuxtepec,3314.33312,150260008,Dongu
15,México,15026,Chapa de Mota,C15.02,San Felipe Coamango-San Juan Tuxtepec,5883.53075,150260020,San Felipe Coamango
15,México,15026,Chapa de Mota,C15.02,San Felipe Coamango-San Juan Tuxtepec,5584.26963,150260023,San Juan Tuxtepec
15,México,15026,Chapa de Mota,C15.02,San Felipe Coamango-San Juan Tuxtepec,0,150260024,Santa Elena
15,México,15040,Ixtapan de la Sal,C15.03,Ixtapan de la Sal,21296.52641,150400001,Ixtapan de la Sal
15,México,15040,Ixtapan de la Sal,C15.03,Ixtapan de la Sal,2261.67475,150400019,Tecomatepec
15,México,15042,Ixtlahuaca,C15.05,Santo Domingo de Guzmán,6213.18145,150420001,Ixtlahuaca de Rayón
15,México,15042,Ixtlahuaca,C15.04,Los Baños,8349.29349,150420002,La Concepción los Baños
15,México,15042,Ixtlahuaca,C15.05,Santo Domingo de Guzmán,4351.17089,150420007,Guadalupe Cachi
15,México,15042,Ixtlahuaca,C15.04,Los Baños,4659.54306,150420017,San Cristóbal los Baños
15,México,15042,Ixtlahuaca,C15.05,Santo Domingo de Guzmán,5401.40218,150420024,San Juan de las Manzanas
15,México,15042,Ixtlahuaca,C15.05,Santo Domingo de Guzmán,3599.5552,150420029,Barrio de San Pedro la Cabecera
15,México,15042,Ixtlahuaca,C15.04,Los Baños,14465.21222,150420030,San Pedro los Baños
15,México,15042,Ixtlahuaca,C15.05,Santo Domingo de Guzmán,9017.0424,150420034,Emiliano Zapata (Santo Domingo)
15,México,15042,Ixtlahuaca,C15.05,Santo Domingo de Guzmán,8961.82022,150420035,Santo Domingo de Guzmán
15,México,15042,Ixtlahuaca,C15.04,Los Baños,0,150420066,Ejido de la Concepción de los Baños Primero
15,México,15074,San Felipe del Progreso,C15.06,San Nicolás Guadalupe,4128.00351,150740008,Calvario del Carmen
15,México,15074,San Felipe del Progreso,C15.06,San Nicolás Guadalupe,0,150740037,Guadalupe Coté
15,México,15074,San Felipe del Progreso,C15.06,San Nicolás Guadalupe,6080.06993,150740097,San Miguel la Labor
15,México,15074,San Felipe del Progreso,C15.06,San Nicolás Guadalupe,6290.28399,150740098,San Nicolás Guadalupe
15,México,15074,San Felipe del Progreso,C15.06,San Nicolás Guadalupe,0,150740281,Barrio el Rincón Santa Ana Nichi Ejido
15,México,15074,San Felipe del Progreso,C15.06,San Nicolás Guadalupe,0,150740290,"Barrio las Palomas, San Miguel la Labor"
15,México,15082,Tejupilco,C15.07,Tejupilco de Hidalgo,31245.6595,150820001,Tejupilco de Hidalgo
15,México,15082,Tejupilco,C15.07,Tejupilco de Hidalgo,0,150820138,Rincón de Aguirre
15,México,15082,Tejupilco,C15.07,Tejupilco de Hidalgo,0,150820147,Rincón de Ugarte
15,México,15082,Tejupilco,C15.07,Tejupilco de Hidalgo,4412.83516,150820176,Santo Domingo-Zacatepec
15,México,15082,Tejupilco,C15.07,Tejupilco de Hidalgo,0,150820206,Rincón de Jaimes
15,México,15082,Tejupilco,C15.07,Tejupilco de Hidalgo,0,150820540,El Capire (Colonia el Capire)
15,México,15082,Tejupilco,C15.07,Tejupilco de Hidalgo,0,150820543,Juntas de Zacatepec (El Pedregal Segunda Manzana)
15,México,15082,Tejupilco,C15.07,Tejupilco de Hidalgo,0,150820564,Colonia Buenavista Primera Sección
15,México,15085,Temascalcingo,C15.08,Temascalcingo de José María Velasco,14806.84483,150850001,Temascalcingo de José María Velasco
15,México,15085,Temascalcingo,C15.08,Temascalcingo de José María Velasco,5999.21016,150850014,La Magdalena
15,México,15085,Temascalcingo,C15.08,Temascalcingo de José María Velasco,0,150850020,Puruahua
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,11973.32392,150880001,Tenancingo de Degollado
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,0,150880006,Chalchihuapan
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,0,150880010,Ejido de Tenería (El Llano)
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,0,150880015,Pueblo Nuevo
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,4879.67954,150880017,El Salitre
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,0,150880020,San Juan Tetitlán
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,9385.21845,150880024,Santa Ana Ixtlahuatzingo (Santa Ana)
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,4115.08186,150880034,La Trinidad
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,0,150880037,Rinconada de Santa Teresa
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,0,150880039,Rinconada de Atotonilco
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,3639.47572,150880043,Colonia Emiliano Zapata Ejido de Tenancingo
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,1811.82002,150880051,Tierra Blanca
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,3348.1402,150880060,Colonia San Ramón
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,0,150880067,La Ocotalera
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,0,150880068,Barrio Santa Teresa
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,3057.31682,150880071,La Ciénega
15,México,15088,Tenancingo,C15.09,Tenancingo de Degollado,5213.65408,150880073,San José el Cuartel
15,México,15110,Valle de Bravo,C15.10,Valle de Bravo,30872.79798,151100001,Valle de Bravo
15,México,15110,Valle de Bravo,C15.10,Valle de Bravo,0,151100055,Casas Viejas
15,México,15110,Valle de Bravo,C15.10,Valle de Bravo,0,151100098,Barrio de Guadalupe
16,Michoacán de Ocampo,16006,Apatzingán,P16.01,Apatzingán de la Constitución,102668.10697,160060001,Apatzingán de la Constitución
16,Michoacán de Ocampo,16009,Ario,P16.02,Ario de Rosales,17047.71578,160090001,Ario de Rosales
16,Michoacán de Ocampo,16011,Briseñas,C14.01,La Barca-Briseñas,4319.73606,160110001,Briseñas de Matamoros
16,Michoacán de Ocampo,16011,Briseñas,C14.01,La Barca-Briseñas,3949.51907,160110004,Paso de Hidalgo (Paso de -lamos)
16,Michoacán de Ocampo,16024,Cherán,P16.03,Cherán,16026.43309,160240001,Cherán
16,Michoacán de Ocampo,16034,Hidalgo,C16.01,Ciudad Hidalgo,60139.10961,160340001,Ciudad Hidalgo
16,Michoacán de Ocampo,16034,Hidalgo,C16.01,Ciudad Hidalgo,0,160340066,Llano del Ejido (El Mirador)
16,Michoacán de Ocampo,16034,Hidalgo,C16.01,Ciudad Hidalgo,2238.9617,160340477,Antorcha Campesina [Colonia]
16,Michoacán de Ocampo,16038,Huetamo,P16.04,Huetamo de Núñez,22009.32508,160380001,Huetamo de Núñez
16,Michoacán de Ocampo,16045,Jiquilpan,C16.02,Jiquilpan de Juárez,23721.66415,160450001,Jiquilpan de Juárez
16,Michoacán de Ocampo,16045,Jiquilpan,C16.06,Sahuayo de Morelos,0,160450051,Niños Héroes
16,Michoacán de Ocampo,16050,Maravatío,P16.05,Maravatío de Ocampo,33681.5235,160500001,Maravatío de Ocampo
16,Michoacán de Ocampo,16052,Lázaro Cárdenas,C16.03,Ciudad Lázaro Cárdenas,80443.92245,160520001,Ciudad Lázaro Cárdenas
16,Michoacán de Ocampo,16052,Lázaro Cárdenas,C16.03,Ciudad Lázaro Cárdenas,40751.72147,160520077,Las Guacamayas
16,Michoacán de Ocampo,16052,Lázaro Cárdenas,P16.06,La Mira,17390.87264,160520127,La Mira
16,Michoacán de Ocampo,16055,Múgica,P16.07,Nueva Italia de Ruíz,36526.93332,160550001,Nueva Italia de Ruiz
16,Michoacán de Ocampo,16058,Nuevo Parangaricutiro,P16.08,Nuevo San Juan Parangaricutiro,16218.44902,160580001,Nuevo San Juan Parangaricutiro
16,Michoacán de Ocampo,16065,Paracho,P16.09,Paracho de Verduzco,21484.86425,160650001,Paracho de Verduzco
16,Michoacán de Ocampo,16066,Pátzcuaro,C16.04,Pátzcuaro,57502.36603,160660001,Pátzcuaro
16,Michoacán de Ocampo,16066,Pátzcuaro,C16.04,Pátzcuaro,0,160660061,Joya de los Molinos
16,Michoacán de Ocampo,16066,Pátzcuaro,C16.04,Pátzcuaro,0,160660099,Fraccionamiento el Mirador
16,Michoacán de Ocampo,16068,Peribán,P16.10,Peribán de Ramos,15856.16405,160680001,Peribán de Ramos
16,Michoacán de Ocampo,16071,Puruándiro,P16.11,Puruándiro,29895.31028,160710001,Puruándiro
16,Michoacán de Ocampo,16073,Quiroga,P16.12,Quiroga,15308.82557,160730001,Quiroga
16,Michoacán de Ocampo,16075,Los Reyes,C16.05,Los Reyes de Salgado,43564.11347,160750001,Los Reyes de Salgado
16,Michoacán de Ocampo,16075,Los Reyes,C16.05,Los Reyes de Salgado,2898.98492,160750024,San Sebastián
16,Michoacán de Ocampo,16076,Sahuayo,C16.06,Sahuayo de Morelos,70078.00463,160760001,Sahuayo de Morelos
16,Michoacán de Ocampo,16076,Sahuayo,C16.02,Jiquilpan de Juárez,0,160760033,Colonia Independencia (Coyacho)
16,Michoacán de Ocampo,16076,Sahuayo,C16.02,Jiquilpan de Juárez,0,160760050,18 de Marzo [Fraccionamiento]
16,Michoacán de Ocampo,16077,San Lucas,C12.03,Ciudad Altamirano-Riva Palacio,5035.31772,160770067,Vicente Riva Palacio
16,Michoacán de Ocampo,16082,Tacámbaro,P16.13,Tacámbaro de Codallos,27068.1486,160820001,Tacámbaro de Codallos
16,Michoacán de Ocampo,16085,Tangancícuaro,P16.14,Tangancícuaro de Arista,14228.00823,160850001,Tangancícuaro de Arista
16,Michoacán de Ocampo,16089,Tepalcatepec,P16.15,Tepalcatepec,15689.06001,160890001,Tepalcatepec
16,Michoacán de Ocampo,16102,Uruapan,C16.07,Uruapan,285179.44021,161020001,Uruapan
16,Michoacán de Ocampo,16102,Uruapan,C16.07,Uruapan,5813.76901,161020061,Caltzontzin
16,Michoacán de Ocampo,16102,Uruapan,C16.07,Uruapan,0,161020081,Jicalán (La Pinerita)
16,Michoacán de Ocampo,16102,Uruapan,C16.07,Uruapan,5371.58783,161020110,Santa Rosa (Santa Bárbara)
16,Michoacán de Ocampo,16102,Uruapan,C16.07,Uruapan,5401.24872,161020119,Toreo Bajo (El Toreo Bajo)
16,Michoacán de Ocampo,16102,Uruapan,C16.07,Uruapan,0,161020451,Lomas del Rey [Fraccionamiento]
16,Michoacán de Ocampo,16106,Yurécuaro,C16.08,Yurécuaro-La Ribera,26679.30891,161060001,Yurécuaro
16,Michoacán de Ocampo,16107,Zacapu,P16.16,Zacapu,52918.71744,161070001,Zacapu
16,Michoacán de Ocampo,16110,Zinapécuaro,C16.09,Zinapécuaro de Figueroa,17272.15865,161100001,Zinapécuaro de Figueroa
16,Michoacán de Ocampo,16110,Zinapécuaro,C16.09,Zinapécuaro de Figueroa,0,161100006,Bocaneo (San Pedro)
16,Michoacán de Ocampo,16112,Zitácuaro,C16.10,Zitácuaro,82371.99339,161120001,Heróica Zitácuaro
16,Michoacán de Ocampo,16112,Zitácuaro,C16.10,Zitácuaro,8021.82221,161120082,Rincón de Nicolás Romero (Cedros Tercera Manzana)
16,Michoacán de Ocampo,16112,Zitácuaro,C16.10,Zitácuaro,0,161120132,La Loma (Tercera Manzana de San Miguel)
17,Morelos,17003,Axochiapan,C17.01,Axochiapan,18655.68662,170030001,Axochiapan
17,Morelos,17003,Axochiapan,C17.01,Axochiapan,0,170030021,Colonia los Laureles
17,Morelos,17012,Jojutla,C17.03,Jojutla-Tlaquiltenango,17320.58791,170120001,Jojutla
17,Morelos,17017,Puente de Ixtla,P17.01,Puente de Ixtla,20313.97411,170170001,Puente de Ixtla
17,Morelos,17017,Puente de Ixtla,C17.02,Xoxocotla,23520.84356,170170009,Xoxocotla
17,Morelos,17017,Puente de Ixtla,C17.02,Xoxocotla,0,170170069,Los Guajes
17,Morelos,17025,Tlaquiltenango,C17.03,Jojutla-Tlaquiltenango,19057.8213,170250001,Tlaquiltenango
17,Morelos,17025,Tlaquiltenango,C17.03,Jojutla-Tlaquiltenango,0,170250023,Alfredo V. Bonfil (Chacampalco)
17,Morelos,17025,Tlaquiltenango,C17.03,Jojutla-Tlaquiltenango,0,170250025,Colonia 3 de Mayo (El Tepiolol)
17,Morelos,17025,Tlaquiltenango,C17.03,Jojutla-Tlaquiltenango,0,170250082,Ampliación Gabriel Tepepa
17,Morelos,17031,Zacatepec,C17.04,Zacatepec de Hidalgo,21492.95432,170310001,Zacatepec de Hidalgo
18,Nayarit,18001,Acaponeta,C18.01,Acaponeta,21379.02198,180010001,Acaponeta
18,Nayarit,18001,Acaponeta,C18.01,Acaponeta,0,180010021,El Centenario
18,Nayarit,18004,Compostela,P18.01,Compostela,19680.53873,180040001,Compostela
18,Nayarit,18004,Compostela,C18.02,La Peñita de Jaltemba,13155.5811,180040128,La Peñita de Jaltemba
18,Nayarit,18004,Compostela,P18.02,Las Varas,16600.53612,180040186,Las Varas
18,Nayarit,18004,Compostela,C18.02,La Peñita de Jaltemba,3134.9405,180040322,Paraíso Escondido [Colonia]
18,Nayarit,18006,Ixtlán del Río,P18.03,Ixtlán del Río,26581.68371,180060001,Ixtlán del Río
18,Nayarit,18010,Rosamorada,C18.03,Tuxpan,5250.78778,180100035,San Vicente
18,Nayarit,18011,Ruíz,P18.04,Ruíz,16038.7394,180110001,Ruíz
18,Nayarit,18015,Santiago Ixcuintla,P18.05,Santiago Ixcuintla,20226.64589,180150001,Santiago Ixcuintla
18,Nayarit,18016,Tecuala,P18.06,Tecuala,16808.80891,180160001,Tecuala
18,Nayarit,18018,Tuxpan,C18.03,Tuxpan,24475.99588,180180001,Tuxpan
19,Nuevo León,19004,Allende,P19.01,Ciudad de Allende,29027.66191,190040001,Ciudad de Allende
19,Nuevo León,19005,Anáhuac,P19.02,Anáhuac,17096.41005,190050001,Anáhuac
19,Nuevo León,19033,Linares,P19.03,Linares,72342.12114,190330001,Linares
19,Nuevo León,19038,Montemorelos,P19.04,Montemorelos,52058.17318,190380001,Montemorelos
19,Nuevo León,19044,Sabinas Hidalgo,P19.05,Ciudad Sabinas Hidalgo,36104.23364,190440001,Ciudad Sabinas Hidalgo
20,Oaxaca,20006,Asunción Nochixtlán,P20.01,Asunción Nochixtlán,15463.75748,200060001,Asunción Nochixtlán
20,Oaxaca,20014,Ciudad Ixtepec,C20.01,Ciudad Ixtepec,26850.51165,200140001,Ciudad Ixtepec
20,Oaxaca,20014,Ciudad Ixtepec,C20.01,Ciudad Ixtepec,0,200140046,Colonia Niza Luba
20,Oaxaca,20039,Heroica Ciudad de Huajuapan de León,P20.02,Huajuapan de León,58519.23747,200390001,Heroica Ciudad de Huajuapan de León
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,C20.02,Juchitán de Zaragoza,78318.52656,200430001,Heroica Ciudad de Juchitán de Zaragoza
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,C20.02,Juchitán de Zaragoza,0,200430146,Colonia 19 de Marzo (Colonia San José)
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,C20.02,Juchitán de Zaragoza,0,200430148,Colonia de la Amistad
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,C20.02,Juchitán de Zaragoza,0,200430150,Colonia José Yola
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,C20.02,Juchitán de Zaragoza,0,200430151,Colonia Mariano Montero
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,C20.02,Juchitán de Zaragoza,0,200430152,Colonia San Isidro
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,C20.02,Juchitán de Zaragoza,0,200430153,Colonia San Vicente
20,Oaxaca,20044,Loma Bonita,P20.03,Loma Bonita,31703.88444,200440001,Loma Bonita
20,Oaxaca,20057,Matías Romero Avendaño,C20.03,Matías Romero Avendaño,18332.38951,200570001,Matías Romero Avendaño
20,Oaxaca,20059,Miahuatlán de Porfirio Díaz,P20.04,Miahuatlán de Porfirio Díaz,27268.5391,200590001,Miahuatlán de Porfirio Díaz
20,Oaxaca,20068,Ocotlán de Morelos,C20.04,Ocotlán de Morelos,16193.19498,200680001,Ocotlán de Morelos
20,Oaxaca,20103,San Antonino Castillo Velasco,C20.04,Ocotlán de Morelos,5970.1569,201030001,San Antonino Castillo Velasco
20,Oaxaca,20150,San Francisco Telixtlahuaca,C20.05,San Francisco Telixtlahuaca-San Pablo Huitzo,11538.66344,201500001,San Francisco Telixtlahuaca
20,Oaxaca,20184,San Juan Bautista Tuxtepec,C20.06,San Juan Bautista Tuxtepec,110430.109,201840001,San Juan Bautista Tuxtepec
20,Oaxaca,20184,San Juan Bautista Tuxtepec,C20.06,San Juan Bautista Tuxtepec,3829.3155,201840050,San Bartolo
20,Oaxaca,20184,San Juan Bautista Tuxtepec,C20.06,San Juan Bautista Tuxtepec,0,201840103,El Cañaveral
20,Oaxaca,20184,San Juan Bautista Tuxtepec,C20.06,San Juan Bautista Tuxtepec,0,201840140,Colonia Víctor Bravo Ahuja (Segunda Etapa)
20,Oaxaca,20184,San Juan Bautista Tuxtepec,C20.06,San Juan Bautista Tuxtepec,0,201840301,Colonia Ortega
20,Oaxaca,20184,San Juan Bautista Tuxtepec,C20.06,San Juan Bautista Tuxtepec,0,201840344,San Francisco
20,Oaxaca,20184,San Juan Bautista Tuxtepec,C20.06,San Juan Bautista Tuxtepec,0,201840345,Vista Hermosa
20,Oaxaca,20294,San Pablo Huitzo,C20.05,San Francisco Telixtlahuaca-San Pablo Huitzo,5614.76206,202940001,San Pablo Huitzo
20,Oaxaca,20294,San Pablo Huitzo,C20.05,San Francisco Telixtlahuaca-San Pablo Huitzo,0,202940002,Santa María Tenéxpam
20,Oaxaca,20318,San Pedro Mixtepec,C20.07,Puerto Escondido-Zicatela,31042.38165,203180009,Puerto Escondido
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,C20.08,Tlaxiaco,16567.28415,203970001,Heroica Ciudad de Tlaxiaco
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,C20.08,Tlaxiaco,0,203970023,San Pedro
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,C20.08,Tlaxiaco,0,203970107,Jardines del Pedregal
20,Oaxaca,20401,Santa María Colotepec,C20.07,Puerto Escondido-Zicatela,10509.7677,204010050,Brisas de Zicatela
20,Oaxaca,20401,Santa María Colotepec,C20.07,Puerto Escondido-Zicatela,0,204010086,Colonia Libertad
20,Oaxaca,20413,Santa María Huatulco,C20.09,Crucecita,17086.17906,204130078,Crucecita
20,Oaxaca,20413,Santa María Huatulco,C20.09,Crucecita,0,204130132,Sector U-Dos Norte
20,Oaxaca,20413,Santa María Huatulco,C20.09,Crucecita,3326.66783,204130135,Sector H Tres
20,Oaxaca,20413,Santa María Huatulco,C20.09,Crucecita,0,204130136,Sector U-Dos Sur
20,Oaxaca,20427,Santa María Petapa,C20.03,Matías Romero Avendaño,0,204270010,Rincón Viejo
20,Oaxaca,20427,Santa María Petapa,C20.03,Matías Romero Avendaño,0,204270025,El Bajío
20,Oaxaca,20427,Santa María Petapa,C20.03,Matías Romero Avendaño,0,204270027,Hidalgo Norte
20,Oaxaca,20427,Santa María Petapa,C20.03,Matías Romero Avendaño,0,204270028,Hidalgo Sur
20,Oaxaca,20427,Santa María Petapa,C20.03,Matías Romero Avendaño,0,204270029,Lázaro Cárdenas
20,Oaxaca,20482,Santiago Pinotepa Nacional,P20.05,Santiago Pinotepa Nacional,33223.05104,204820001,Santiago Pinotepa Nacional
21,Puebla,21003,Acatlán,P21.01,Acatlán de Osorio,17921.04276,210030001,Acatlán de Osorio
21,Puebla,21004,Acatzingo,C21.01,Acatzingo de Hidalgo,27213.08267,210040001,Acatzingo de Hidalgo
21,Puebla,21004,Acatzingo,C21.01,Acatzingo de Hidalgo,7831.38162,210040002,Actipan de Morelos (Santa María Actipan)
21,Puebla,21004,Acatzingo,C21.01,Acatzingo de Hidalgo,0,210040054,Apipilolco (Los -lamos)
21,Puebla,21010,Ajalpan,C21.02,Ciudad de Ajalpan,31692.09277,210100001,Ciudad de Ajalpan
21,Puebla,21010,Ajalpan,C21.02,Ciudad de Ajalpan,0,210100093,Las Palmas (San Miguel)
21,Puebla,21013,Altepexi,C21.02,Ciudad de Ajalpan,20437.30021,210130001,Altepexi
21,Puebla,21017,Atempan,C21.03,Atempan,7529.47412,210170001,Atempan
21,Puebla,21019,Atlixco,C21.04,Atlixco,87468.60029,210190001,Atlixco
21,Puebla,21019,Atlixco,C21.04,Atlixco,0,210190197,San Francisco Primo de Verdad
21,Puebla,21019,Atlixco,C21.04,Atlixco,0,210190216,El León
21,Puebla,21038,Cuapiaxtla de Madero,C21.01,Acatzingo de Hidalgo,8447.32343,210380001,Cuapiaxtla de Madero
21,Puebla,21045,Chalchicomula de Sesma,P21.02,Ciudad Serdán,26276.1791,210450001,Ciudad Serdán
21,Puebla,21051,Chietla,C21.05,Atencingo-Chietla,6055.94008,210510001,Chietla
21,Puebla,21051,Chietla,C21.05,Atencingo-Chietla,10575.23313,210510003,Atencingo
21,Puebla,21053,Chignahuapan,C21.06,Ciudad de Chignahuapan,23232.02956,210530001,Ciudad de Chignahuapan
21,Puebla,21053,Chignahuapan,C21.06,Ciudad de Chignahuapan,3219.91326,210530092,Ixtlahuaca Barrio
21,Puebla,21071,Huauchinango,C21.07,Huauchinango,62682.55117,210710001,Huauchinango
21,Puebla,21071,Huauchinango,C21.08,Nuevo Necaxa-Tenango,3786.04679,210710008,Las Colonias de Hidalgo
21,Puebla,21071,Huauchinango,C21.07,Huauchinango,3327.84044,210710009,Cuacuila
21,Puebla,21071,Huauchinango,C21.08,Nuevo Necaxa-Tenango,7871.62711,210710027,Tenango de las Flores
21,Puebla,21071,Huauchinango,C21.08,Nuevo Necaxa-Tenango,0,210710061,Colonia PEMEX (Hueyatlagco)
21,Puebla,21085,Izúcar de Matamoros,P21.03,Izúcar de Matamoros,46509.83333,210850001,Izúcar de Matamoros
21,Puebla,21091,Juan Galindo,C21.08,Nuevo Necaxa-Tenango,8981.64849,210910001,Nuevo Necaxa
21,Puebla,21091,Juan Galindo,C21.08,Nuevo Necaxa-Tenango,0,210910014,Cuautlita (El Gamito)
21,Puebla,21094,Libres,P21.04,Ciudad de Libres,16970.94829,210940001,Ciudad de Libres
21,Puebla,21104,Nopalucan,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,7781.83686,211040001,Nopalucan de la Granja
21,Puebla,21104,Nopalucan,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,0,211040006,Juan de la Granja
21,Puebla,21104,Nopalucan,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,0,211040053,Colonia Obrera
21,Puebla,21104,Nopalucan,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,0,211040057,La Joya
21,Puebla,21104,Nopalucan,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,0,211040061,Moctezuma
21,Puebla,21110,Palmar de Bravo,C21.09,Palmarito Tochapan,3265.55514,211100011,Jesús Nazareno
21,Puebla,21110,Palmar de Bravo,C21.09,Palmarito Tochapan,9955.80821,211100023,San Miguel Xaltepec
21,Puebla,21115,Quecholac,C21.09,Palmarito Tochapan,18627.68515,211150009,Palmarito Tochapan
21,Puebla,21115,Quecholac,C21.09,Palmarito Tochapan,3011.99672,211150018,San José Tuzuapan
21,Puebla,21117,Rafael Lara Grajales,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,10895.15599,211170001,Ciudad de Rafael Lara Grajales
21,Puebla,21118,Los Reyes de Juárez,C21.01,Acatzingo de Hidalgo,17190.31566,211180001,Los Reyes de Juárez
